,imgpath,labels,encoded_labels
194,animals/animals/hyena/103ac145e4.jpg,hyena,40
195,animals/animals/hyena/18f616215c.jpg,hyena,40
196,animals/animals/hyena/06af702c74.jpg,hyena,40
197,animals/animals/hyena/572e7fc508.jpg,hyena,40
198,animals/animals/hyena/0d3a02b824.jpg,hyena,40
199,animals/animals/hyena/57e408bd87.jpg,hyena,40
200,animals/animals/hyena/8f439e28df.jpg,hyena,40
201,animals/animals/hyena/3d9e1aad25.jpg,hyena,40
202,animals/animals/hyena/735e4ca855.jpg,hyena,40
203,animals/animals/hyena/8d098686f6.jpg,hyena,40
204,animals/animals/hyena/8daf3bf479.jpg,hyena,40
205,animals/animals/hyena/805cdf2a8d.jpg,hyena,40
206,animals/animals/hyena/0c258bdcbe.jpg,hyena,40
207,animals/animals/hyena/20ea8b54a7.jpg,hyena,40
208,animals/animals/hyena/0c6221bc77.jpg,hyena,40
209,animals/animals/hyena/7b1c4646f9.jpg,hyena,40
210,animals/animals/hyena/2a27e57fa6.jpg,hyena,40
211,animals/animals/hyena/778a431a74.jpg,hyena,40
212,animals/animals/hyena/264ed453e0.jpg,hyena,40
213,animals/animals/hyena/7d2cb83163.jpg,hyena,40
214,animals/animals/hyena/3cf96b3ebc.jpg,hyena,40
215,animals/animals/hyena/28a9548e96.jpg,hyena,40
216,animals/animals/hyena/77fd16b62c.jpg,hyena,40
217,animals/animals/hyena/7f8140f387.jpg,hyena,40
218,animals/animals/hyena/0041c9ff2c.jpg,hyena,40
219,animals/animals/hyena/58ad4b9ce1.jpg,hyena,40
220,animals/animals/hyena/1dc8f1229c.jpg,hyena,40
221,animals/animals/hyena/0f1df66808.jpg,hyena,40
222,animals/animals/hyena/089f3566db.jpg,hyena,40
223,animals/animals/hyena/269a595b17.jpg,hyena,40
224,animals/animals/hyena/4fd14b53af.jpg,hyena,40
225,animals/animals/hyena/736c87053b.jpg,hyena,40
226,animals/animals/hyena/728ee1b147.jpg,hyena,40
227,animals/animals/hyena/0589f22ce2.jpg,hyena,40
228,animals/animals/hyena/6bb02d00d0.jpg,hyena,40
229,animals/animals/hyena/5cebeacdcf.jpg,hyena,40
230,animals/animals/hyena/0dd96e5d44.jpg,hyena,40
231,animals/animals/hyena/8fb4248800.jpg,hyena,40
232,animals/animals/hyena/5fc518d5ce.jpg,hyena,40
233,animals/animals/hyena/552c708b50.jpg,hyena,40
234,animals/animals/hyena/4fed6df896.jpg,hyena,40
235,animals/animals/hyena/1a24a5baea.jpg,hyena,40
236,animals/animals/hyena/78f6473814.jpg,hyena,40
237,animals/animals/hyena/0a8625b384.jpg,hyena,40
238,animals/animals/hyena/23ff9495c0.jpg,hyena,40
239,animals/animals/hyena/0c6e50a236.jpg,hyena,40
240,animals/animals/leopard/7f531deb20.jpg,leopard,45
241,animals/animals/leopard/0eb956c38c.jpg,leopard,45
242,animals/animals/leopard/033c8c8787.jpg,leopard,45
243,animals/animals/leopard/6e2781163c.jpg,leopard,45
244,animals/animals/leopard/6ecdb7f0b1.jpg,leopard,45
245,animals/animals/leopard/2e68169f86.jpg,leopard,45
246,animals/animals/leopard/16fd984d50.jpg,leopard,45
247,animals/animals/leopard/1aa9dfca2f.jpg,leopard,45
248,animals/animals/leopard/9cc45df890.jpg,leopard,45
249,animals/animals/leopard/9fa3adaf8a.jpg,leopard,45
250,animals/animals/leopard/20a83ea83f.jpg,leopard,45
251,animals/animals/leopard/2b9f5e3bd0.jpg,leopard,45
252,animals/animals/leopard/1edb3ca86b.jpg,leopard,45
253,animals/animals/leopard/8b94deebeb.jpg,leopard,45
254,animals/animals/leopard/6b0f0c2480.jpg,leopard,45
255,animals/animals/leopard/4aefd7bcf1.jpg,leopard,45
256,animals/animals/leopard/0dcd51602e.jpg,leopard,45
257,animals/animals/leopard/6c71261ce7.jpg,leopard,45
258,animals/animals/leopard/10c84dc56f.jpg,leopard,45
259,animals/animals/leopard/6a1e98348e.jpg,leopard,45
260,animals/animals/leopard/28ffab0347.jpg,leopard,45
261,animals/animals/leopard/25aaedbf97.jpg,leopard,45
262,animals/animals/leopard/15df975139.jpg,leopard,45
263,animals/animals/leopard/8a0751ed41.jpg,leopard,45
264,animals/animals/leopard/3c2367666e.jpg,leopard,45
265,animals/animals/leopard/8f80468167.jpg,leopard,45
266,animals/animals/leopard/3a5a6e96ff.jpg,leopard,45
267,animals/animals/leopard/0cf927aad7.jpg,leopard,45
268,animals/animals/leopard/0d3ee34d42.jpg,leopard,45
269,animals/animals/leopard/4cc4005bf2.jpg,leopard,45
270,animals/animals/leopard/4f9c2e29c4.jpg,leopard,45
271,animals/animals/leopard/1d288afed5.jpg,leopard,45
272,animals/animals/leopard/8e40fd968d.jpg,leopard,45
273,animals/animals/leopard/2a41aeb776.jpg,leopard,45
274,animals/animals/leopard/9b6a2b1e8f.jpg,leopard,45
275,animals/animals/leopard/16c517b41f.jpg,leopard,45
276,animals/animals/leopard/7eb3de8a3e.jpg,leopard,45
277,animals/animals/leopard/3eda972ec6.jpg,leopard,45
278,animals/animals/leopard/3d12d9e22c.jpg,leopard,45
279,animals/animals/leopard/6ca023099a.jpg,leopard,45
280,animals/animals/leopard/2e61139241.jpg,leopard,45
281,animals/animals/leopard/1dc348f0f4.jpg,leopard,45
282,animals/animals/leopard/3d912d69d7.jpg,leopard,45
283,animals/animals/leopard/9e8816a30c.jpg,leopard,45
284,animals/animals/leopard/20af717417.jpg,leopard,45
285,animals/animals/leopard/9d98548ce5.jpg,leopard,45
286,animals/animals/leopard/5f59e752ec.jpg,leopard,45
287,animals/animals/leopard/8b81792b48.jpg,leopard,45
288,animals/animals/leopard/2bf93ecede.jpg,leopard,45
289,animals/animals/leopard/1aaf570d5b.jpg,leopard,45
290,animals/animals/leopard/1ffefae804.jpg,leopard,45
291,animals/animals/leopard/7af6bdc5d4.jpg,leopard,45
292,animals/animals/leopard/11dfaa6649.jpg,leopard,45
293,animals/animals/leopard/0a60fc5f3f.jpg,leopard,45
294,animals/animals/leopard/3caadd5fae.jpg,leopard,45
295,animals/animals/leopard/1f0417beb2.jpg,leopard,45
296,animals/animals/leopard/9d16c2b935.jpg,leopard,45
297,animals/animals/leopard/8f88696942.jpg,leopard,45
298,animals/animals/leopard/7c41389f5d.jpg,leopard,45
299,animals/animals/leopard/08e4bc108d.jpg,leopard,45
300,animals/animals/pelecaniformes/4bf98be411.jpg,pelecaniformes,61
301,animals/animals/pelecaniformes/0b813a3df3.jpg,pelecaniformes,61
302,animals/animals/pelecaniformes/69d143759d.jpg,pelecaniformes,61
303,animals/animals/pelecaniformes/1a2843a3ad.jpg,pelecaniformes,61
304,animals/animals/pelecaniformes/9fa3a7b469.jpg,pelecaniformes,61
305,animals/animals/pelecaniformes/3e39bce8b8.jpg,pelecaniformes,61
306,animals/animals/pelecaniformes/0be20469c7.jpg,pelecaniformes,61
307,animals/animals/pelecaniformes/60a11377bd.jpg,pelecaniformes,61
308,animals/animals/pelecaniformes/4ab93b7296.jpg,pelecaniformes,61
309,animals/animals/pelecaniformes/18caf606f5.jpg,pelecaniformes,61
310,animals/animals/pelecaniformes/6a4b5acd35.jpg,pelecaniformes,61
311,animals/animals/pelecaniformes/0ab0f975f2.jpg,pelecaniformes,61
312,animals/animals/pelecaniformes/050c6a029e.jpg,pelecaniformes,61
313,animals/animals/pelecaniformes/3f0b1cd396.jpg,pelecaniformes,61
314,animals/animals/pelecaniformes/3d6d564e29.jpg,pelecaniformes,61
315,animals/animals/pelecaniformes/10bab790e6.jpg,pelecaniformes,61
316,animals/animals/pelecaniformes/030f48d8d5.jpg,pelecaniformes,61
317,animals/animals/pelecaniformes/63cc73548c.jpg,pelecaniformes,61
318,animals/animals/pelecaniformes/0c2cd57e3d.jpg,pelecaniformes,61
319,animals/animals/pelecaniformes/1c8a479812.jpg,pelecaniformes,61
320,animals/animals/pelecaniformes/20eaa03e8a.jpg,pelecaniformes,61
321,animals/animals/pelecaniformes/6da5094e7e.jpg,pelecaniformes,61
322,animals/animals/pelecaniformes/8a1db93448.jpg,pelecaniformes,61
323,animals/animals/pelecaniformes/68c162a434.jpg,pelecaniformes,61
324,animals/animals/pelecaniformes/5f04b5e99b.jpg,pelecaniformes,61
325,animals/animals/pelecaniformes/2d91464673.jpg,pelecaniformes,61
326,animals/animals/pelecaniformes/9fee3895ad.jpg,pelecaniformes,61
327,animals/animals/pelecaniformes/30c2d57d5b.jpg,pelecaniformes,61
328,animals/animals/pelecaniformes/265b628553.jpg,pelecaniformes,61
329,animals/animals/pelecaniformes/105d4649cc.jpg,pelecaniformes,61
330,animals/animals/pelecaniformes/1a29016a9e.jpg,pelecaniformes,61
331,animals/animals/pelecaniformes/89f8aace1b.jpg,pelecaniformes,61
332,animals/animals/pelecaniformes/16c040e85f.jpg,pelecaniformes,61
333,animals/animals/pelecaniformes/5e39bbbcf9.jpg,pelecaniformes,61
334,animals/animals/pelecaniformes/84a0e8fd40.jpg,pelecaniformes,61
335,animals/animals/pelecaniformes/1d976fe005.jpg,pelecaniformes,61
336,animals/animals/pelecaniformes/7ad0035fda.jpg,pelecaniformes,61
337,animals/animals/pelecaniformes/6dc3195cff.jpg,pelecaniformes,61
338,animals/animals/pelecaniformes/9f9d0e6597.jpg,pelecaniformes,61
339,animals/animals/pelecaniformes/3f6291762e.jpg,pelecaniformes,61
340,animals/animals/pelecaniformes/5e0ff30e62.jpg,pelecaniformes,61
341,animals/animals/pelecaniformes/3b4a692e58.jpg,pelecaniformes,61
342,animals/animals/pelecaniformes/8a79ddb17d.jpg,pelecaniformes,61
343,animals/animals/pelecaniformes/36e82e59d5.jpg,pelecaniformes,61
344,animals/animals/pelecaniformes/1d90c37474.jpg,pelecaniformes,61
345,animals/animals/pelecaniformes/6fa6809972.jpg,pelecaniformes,61
346,animals/animals/pelecaniformes/06e6467f6f.jpg,pelecaniformes,61
347,animals/animals/pelecaniformes/9fee02ef95.jpg,pelecaniformes,61
348,animals/animals/pelecaniformes/9a2b8c2642.jpg,pelecaniformes,61
349,animals/animals/pelecaniformes/4caab2329c.jpg,pelecaniformes,61
350,animals/animals/pelecaniformes/0f8ef6ae70.jpg,pelecaniformes,61
351,animals/animals/pelecaniformes/6e02ea1b65.jpg,pelecaniformes,61
352,animals/animals/pelecaniformes/5f19326cbd.jpg,pelecaniformes,61
353,animals/animals/pelecaniformes/70b7b8492a.jpg,pelecaniformes,61
354,animals/animals/pelecaniformes/005b5e9644.jpg,pelecaniformes,61
355,animals/animals/pelecaniformes/2f52115be7.jpg,pelecaniformes,61
356,animals/animals/pelecaniformes/5baebd41c0.jpg,pelecaniformes,61
357,animals/animals/pelecaniformes/54ee4750aa.jpg,pelecaniformes,61
358,animals/animals/pelecaniformes/79e8c07e72.jpg,pelecaniformes,61
359,animals/animals/pelecaniformes/6cd2c2ad12.jpg,pelecaniformes,61
360,animals/animals/reindeer/187c42df06.jpg,reindeer,69
361,animals/animals/reindeer/79c178b8cb.jpg,reindeer,69
362,animals/animals/reindeer/3d9c5baba6.jpg,reindeer,69
363,animals/animals/reindeer/7dd34833ce.jpg,reindeer,69
364,animals/animals/reindeer/79d5777531.jpg,reindeer,69
365,animals/animals/reindeer/9b21c6511c.jpg,reindeer,69
366,animals/animals/reindeer/032c58d82d.jpg,reindeer,69
367,animals/animals/reindeer/519d31370e.jpg,reindeer,69
368,animals/animals/reindeer/76de8e412d.jpg,reindeer,69
369,animals/animals/reindeer/1b6ebe4c0f.jpg,reindeer,69
370,animals/animals/reindeer/324fed1d3b.jpg,reindeer,69
371,animals/animals/reindeer/93be8a187a.jpg,reindeer,69
372,animals/animals/reindeer/25cd78831a.jpg,reindeer,69
373,animals/animals/reindeer/354bd3a5b6.jpg,reindeer,69
374,animals/animals/reindeer/4fef19cd63.jpg,reindeer,69
375,animals/animals/reindeer/6d80ab3578.jpg,reindeer,69
376,animals/animals/reindeer/42be4a0a68.jpg,reindeer,69
377,animals/animals/reindeer/305d88a72a.jpg,reindeer,69
378,animals/animals/reindeer/2a262d563d.jpg,reindeer,69
379,animals/animals/reindeer/9b70121d89.jpg,reindeer,69
380,animals/animals/reindeer/3da1bb8c28.jpg,reindeer,69
381,animals/animals/reindeer/2db915c46d.jpg,reindeer,69
382,animals/animals/reindeer/22fcc02a08.jpg,reindeer,69
383,animals/animals/reindeer/1dd0eeef36.jpg,reindeer,69
384,animals/animals/reindeer/7c3286b676.jpg,reindeer,69
385,animals/animals/reindeer/95e32cf291.jpg,reindeer,69
386,animals/animals/reindeer/382a71770c.jpg,reindeer,69
387,animals/animals/reindeer/7c6120fb80.jpg,reindeer,69
388,animals/animals/reindeer/9ef472add0.jpg,reindeer,69
389,animals/animals/reindeer/025a71958d.jpg,reindeer,69
390,animals/animals/reindeer/6ad315877c.jpg,reindeer,69
391,animals/animals/reindeer/6c254b3cba.jpg,reindeer,69
392,animals/animals/reindeer/7fe2eab8ac.jpg,reindeer,69
393,animals/animals/reindeer/1c2c6a2ed9.jpg,reindeer,69
394,animals/animals/reindeer/09d24ec004.jpg,reindeer,69
395,animals/animals/reindeer/12d67bd678.jpg,reindeer,69
396,animals/animals/reindeer/4fa16d5ae4.jpg,reindeer,69
397,animals/animals/reindeer/23b2bab3b6.jpg,reindeer,69
398,animals/animals/reindeer/13b050ecce.jpg,reindeer,69
399,animals/animals/reindeer/234cab8c1f.jpg,reindeer,69
400,animals/animals/reindeer/28c4985cf4.jpg,reindeer,69
401,animals/animals/reindeer/7e800d78ab.jpg,reindeer,69
402,animals/animals/reindeer/4c10110dd9.jpg,reindeer,69
403,animals/animals/reindeer/4aafb26afe.jpg,reindeer,69
404,animals/animals/reindeer/0c511c97cb.jpg,reindeer,69
405,animals/animals/reindeer/8a189233fd.jpg,reindeer,69
406,animals/animals/reindeer/0b378ec8cc.jpg,reindeer,69
407,animals/animals/reindeer/2a96267d6d.jpg,reindeer,69
408,animals/animals/reindeer/17e19e385a.jpg,reindeer,69
409,animals/animals/reindeer/4ef055776f.jpg,reindeer,69
410,animals/animals/reindeer/2e0acaa651.jpg,reindeer,69
411,animals/animals/reindeer/6d115b5c06.jpg,reindeer,69
412,animals/animals/reindeer/8d80cc275a.jpg,reindeer,69
413,animals/animals/reindeer/4ff468c551.jpg,reindeer,69
414,animals/animals/reindeer/80bb87193c.jpg,reindeer,69
415,animals/animals/reindeer/7d376213ce.jpg,reindeer,69
416,animals/animals/reindeer/445d41b480.jpg,reindeer,69
417,animals/animals/reindeer/149b8d0f2c.jpg,reindeer,69
418,animals/animals/reindeer/3fbf4785c2.jpg,reindeer,69
419,animals/animals/reindeer/1ea50bb446.jpg,reindeer,69
420,animals/animals/crow/259fec3fd7.jpg,crow,16
421,animals/animals/crow/1d586ca67a.jpg,crow,16
422,animals/animals/crow/81def64446.jpg,crow,16
423,animals/animals/crow/5feb2100f9.jpg,crow,16
424,animals/animals/crow/511e0951f8.jpg,crow,16
425,animals/animals/crow/96a3d9dbd7.jpg,crow,16
426,animals/animals/crow/5e97037a44.jpg,crow,16
427,animals/animals/crow/5bd195cf29.jpg,crow,16
428,animals/animals/crow/7faf24f23c.jpg,crow,16
429,animals/animals/crow/368b89d59d.jpg,crow,16
430,animals/animals/crow/5bb0d903fc.jpg,crow,16
431,animals/animals/crow/1d15117ae2.jpg,crow,16
432,animals/animals/crow/4dcac6039e.jpg,crow,16
433,animals/animals/crow/0c1a3fdd20.jpg,crow,16
434,animals/animals/crow/8b94b5d529.jpg,crow,16
435,animals/animals/crow/83ac6b6c8d.jpg,crow,16
436,animals/animals/crow/71aad6f53b.jpg,crow,16
437,animals/animals/crow/378fc98f4f.jpg,crow,16
438,animals/animals/crow/1ecc081899.jpg,crow,16
439,animals/animals/crow/3a29010611.jpg,crow,16
440,animals/animals/crow/197c1012ba.jpg,crow,16
441,animals/animals/crow/9d1cf4c0cf.jpg,crow,16
442,animals/animals/crow/77fefab966.jpg,crow,16
443,animals/animals/crow/3bc2b28fdd.jpg,crow,16
444,animals/animals/crow/08d39d0f4d.jpg,crow,16
445,animals/animals/crow/98aa731ab3.jpg,crow,16
446,animals/animals/crow/83b28a30aa.jpg,crow,16
447,animals/animals/crow/666df1dde7.jpg,crow,16
448,animals/animals/crow/6d60806c01.jpg,crow,16
449,animals/animals/crow/4dc054d71e.jpg,crow,16
450,animals/animals/crow/4df1dc7310.jpg,crow,16
451,animals/animals/crow/94be0c5a37.jpg,crow,16
452,animals/animals/crow/97d6ef43cd.jpg,crow,16
